EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_EMPLOYED,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_UPDATE_MEAN,DAYS_EMPLOYED_PERC,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,CLOSED_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_MEAN,TARGET,SK_ID_CURR
0.5093530893149707,0.5449330223251171,0.0442022866982792,0.5469253450512459,6.748353579636532,-1083.8045250795567,69973.19245514073,69509.32020755051,-9267.0,0.3,0.5859664842294626,-2602.0,0.41022312160375884,0.7,-1764.3609891205892,-542.9676260762652,0.28078126686090427,0.5,-1873.68558269042,-653.2890365080768,0.0,369780.0
0.6925590674998008,0.5873646392985845,0.543037295469948,0.5469253450512459,6.748353579636532,-1397.4615384615386,69973.19245514073,69509.32020755051,-10916.0,0.11141618910840204,0.6153846153846154,-810.0,0.38461538461538464,0.8736544929967072,-2891.0,-944.1538461538462,0.07420300476364969,0.7444985015808884,-2891.0,-539.0,0.0,405321.0
0.5093530893149707,0.6436348732394035,0.5019643842654895,0.5469253450512459,6.748353579636532,-1083.8045250795567,69973.19245514073,69509.32020755051,-10066.0,0.0,0.5859664842294626,-1273.0,0.41022312160375884,1.0,-1764.3609891205892,-542.9676260762652,0.12646532882972383,0.5,-1873.68558269042,-653.2890365080768,0.0,142233.0
0.3606125659189888,0.7461676227968403,0.5019643842654895,0.5469253450512459,6.748353579636532,-1127.4285714285713,69973.19245514073,69509.32020755051,-18698.0,0.5,0.5714285714285714,-5153.0,0.42857142857142855,0.5,-1877.0,-302.57142857142856,0.2755909722965023,0.5,-1877.0,-731.6666666666666,0.0,423634.0
0.4866531565147181,0.6484602632499087,0.5019643842654895,0.5469253450512459,6.748353579636532,-1086.1666666666667,69973.19245514073,69509.32020755051,-18162.0,0.3333333333333333,0.6666666666666666,-7076.0,0.3333333333333333,0.6666666666666666,-2434.0,-387.0,0.38960466908930735,0.6666666666666666,-2434.0,-695.0,0.0,271981.0
0.3893387918468769,0.4793378580192788,0.2455575640642356,0.5469253450512459,6.748353579636532,-239.0,69973.19245514073,69509.32020755051,-11017.0,0.0,1.0,-3720.0,0.0,1.0,-239.0,-53.0,0.3376599800308614,1.0,-239.0,-653.2890365080768,0.0,150748.0
0.3539876078507373,0.68403346670012,0.5019643842654895,0.5469253450512459,0.0,-82.0,0.0,0.0,-14953.0,0.0,0.0,-1011.0,1.0,1.0,-82.0,-17.0,0.06761185046478968,1.0,-1873.68558269042,-82.0,0.0,380474.0
0.0005272652387098,0.0494358272460453,0.5019643842654895,0.5469253450512459,6.748353579636532,-1286.0,69973.19245514073,69509.32020755051,-16070.0,0.0,0.6666666666666666,-6073.0,0.3333333333333333,1.0,-2729.0,-1055.0,0.377909147479776,1.0,-2729.0,-182.0,0.0,416270.0
0.7062051096536562,0.2653117484731741,0.5019643842654895,0.5469253450512459,6.748353579636532,-1751.0,69973.19245514073,69509.32020755051,-20727.0,0.0,1.0,-8823.0,0.0,1.0,-2638.0,-1231.3333333333333,0.4256766536401795,1.0,-2638.0,-653.2890365080768,0.0,344730.0
0.3572932680336494,0.4726073902725425,0.5019643842654895,0.5469253450512459,0.0,-395.77777777777777,0.0,0.0,-14861.0,0.0,0.3333333333333333,-905.0,0.6666666666666666,1.0,-1024.0,-138.66666666666666,0.0608976515712267,1.0,-1024.0,-239.33333333333334,0.0,203050.0
0.6397075677637197,0.4127344161068856,0.3457171951791896,0.5469253450512459,6.748353579636532,-1818.0,69973.19245514073,69509.32020755051,-13280.0,0.3333333333333333,0.25,-280.0,0.75,0.6666666666666666,-2784.0,-733.5,0.02108433734939759,0.6666666666666666,-775.0,-2165.6666666666665,1.0,134561.0
0.2431864804420123,0.4530704545682325,0.5019643842654895,0.5469253450512459,6.748353579636532,-473.6666666666667,69973.19245514073,69509.32020755051,-8438.0,0.25,0.0,-809.0,1.0,0.75,-599.0,-400.3333333333333,0.0958757999525954,0.75,-1873.68558269042,-473.6666666666667,1.0,120952.0
0.434733248750173,0.6496756191523021,0.5019643842654895,0.5469253450512459,6.748353579636532,-183.0,69973.19245514073,69509.32020755051,-15045.0,0.0,0.0,-1300.0,1.0,1.0,-183.0,-22.0,0.08640744433366566,0.8,-1873.68558269042,-183.0,0.0,184633.0
0.746300213050371,0.2930897022262147,0.5019643842654895,0.5469253450512459,6.748353579636532,-1539.0,69973.19245514073,69509.32020755051,-15013.0,0.0,0.875,-8052.0,0.125,1.0,-2413.0,-1129.375,0.5363351761806434,0.8,-2413.0,-374.0,0.0,386594.0
0.4884551844437485,0.7890653287849536,0.2082733324181974,0.5469253450512459,6.748353579636532,-660.0,69973.19245514073,69509.32020755051,-11081.0,0.0,0.2,-3847.0,0.8,1.0,-891.0,-346.2,0.3471708329573143,1.0,-891.0,-602.25,1.0,205282.0
0.5406544504453575,0.5152224819277723,0.5019643842654895,0.41379310344827586,7.0,-803.6666666666666,88030.00706896553,87473.24844827586,-14367.0,0.4,0.3333333333333333,-1468.0,0.6666666666666666,0.6,-1212.0,-248.66666666666666,0.1021786037446927,0.6,-1212.0,-599.5,0.0,285237.0
0.3046721837533529,0.1997946908027388,0.3989437641719185,0.5469253450512459,6.748353579636532,-27.5,69973.19245514073,69509.32020755051,-12108.0,0.5,0.0,-846.0,1.0,0.5,-38.0,-17.5,0.06987115956392467,0.5,-1873.68558269042,-27.5,1.0,220109.0
0.5093530893149707,0.142870887589952,0.5019643842654895,0.5469253450512459,6.748353579636532,-1083.8045250795567,69973.19245514073,69509.32020755051,-12178.0,0.5,0.5859664842294626,-931.0,0.41022312160375884,0.5,-1764.3609891205892,-542.9676260762652,0.07644933486615207,0.5,-1873.68558269042,-653.2890365080768,0.0,119647.0
0.5093530893149707,0.5937360903115038,0.7589236766314279,0.0,23.0,-1083.8045250795567,37907.685,37347.435,-18268.0,0.0,0.5859664842294626,-169.0,0.41022312160375884,1.0,-1764.3609891205892,-542.9676260762652,0.009251149551127654,0.3333333333333333,-1873.68558269042,-653.2890365080768,0.0,158279.0
0.158554899794863,0.3811871344424921,0.7315898060027246,0.4444444444444444,6.0,-291.0,63703.0,62586.850000000006,-14389.0,0.0,0.16666666666666666,-797.0,0.8333333333333334,1.0,-624.0,-50.166666666666664,0.05538953367155466,0.6,-277.0,-293.8,0.0,207390.0
0.5093530893149707,0.5966707431434445,0.1536963199695621,0.5469253450512459,6.748353579636532,-1083.8045250795567,69973.19245514073,69509.32020755051,-13176.0,0.0,0.5859664842294626,-3810.0,0.41022312160375884,1.0,-1764.3609891205892,-542.9676260762652,0.28916211293260474,1.0,-1873.68558269042,-653.2890365080768,0.0,443463.0
0.8650561757350248,0.6946210853714261,0.5019643842654895,0.5469253450512459,6.748353579636532,-1575.6666666666667,69973.19245514073,69509.32020755051,-15837.0,0.0,0.6666666666666666,-5634.0,0.3333333333333333,1.0,-2078.0,-280.6666666666667,0.35574919492328094,1.0,-2078.0,-1358.0,0.0,292548.0
0.1500851762342935,0.4002213887948684,0.5198150410105058,0.5714285714285714,17.0,-1330.4,111299.99785714285,110210.99785714285,-17551.0,0.1,0.6,-10821.0,0.4,0.8,-2759.0,-809.4,0.6165460657512393,0.4,-2759.0,-894.5,0.0,368049.0
0.190705947811054,0.1173011930750817,0.503867818783453,0.5469253450512459,6.748353579636532,-153.5,69973.19245514073,69509.32020755051,-8544.0,0.0,0.0,-2396.675702924867,1.0,1.0,-243.0,-11.5,0.15779704262134678,1.0,-1873.68558269042,-153.5,0.0,114238.0
0.5154953751603267,0.0222448269460272,0.5019643842654895,0.2857142857142857,19.0,-935.3333333333334,45639.83357142857,45666.28285714286,-20657.0,0.42857142857142855,0.6666666666666666,-2396.675702924867,0.3333333333333333,0.5714285714285714,-1567.0,-459.3333333333333,0.15779704262134678,0.5714285714285714,-1567.0,-458.0,0.0,442415.0
0.5093530893149707,0.049066180407018,0.3389786121650012,2.0,7.0,-1083.8045250795567,127229.3775,123491.2275,-10901.0,0.0,0.5859664842294626,-728.0,0.41022312160375884,1.0,-1764.3609891205892,-542.9676260762652,0.0667828639574351,0.75,-1873.68558269042,-653.2890365080768,0.0,421469.0
0.7789040389824382,0.150755161508063,0.5019643842654895,0.5469253450512459,6.748353579636532,-869.0,69973.19245514073,69509.32020755051,-10250.0,0.0,1.0,-2179.0,0.0,1.0,-869.0,-659.0,0.21258536585365853,1.0,-869.0,-653.2890365080768,0.0,236780.0
